,SS3_mESC_p1_A1_S1,SS3_mESC_p1_E1_S5,SS3_mESC_p1_C3_S19,SS3_mESC_p1_F2_S14,SS3_mESC_p1_A3_S17,SS3_mESC_p1_G2_S15,SS3_mESC_p1_G1_S7,SS3_mESC_p1_C1_S3,SS3_mESC_p1_B1_S2,SS3_mESC_p1_D2_S12,SS3_mESC_p1_D1_S4,SS3_mESC_p1_A2_S9,SS3_mESC_p1_H1_S8,SS3_mESC_p1_E2_S13,SS3_mESC_p1_B2_S10,SS3_mESC_p1_C2_S11,SS3_mESC_p1_B3_S18,SS3_mESC_p1_H2_S16,SS3_mESC_p1_F1_S6,SS3_mESC_p1_E3_S21,SS3_mESC_p1_D3_S20,SS3_mESC_p1_G3_S23,SS3_mESC_p1_F3_S22,SS3_mESC_p1_D4_S28,SS3_mESC_p1_A4_S25,SS3_mESC_p1_C4_S27,SS3_mESC_p1_H3_S24,SS3_mESC_p1_F4_S30,SS3_mESC_p1_A5_S33,SS3_mESC_p1_E5_S37,SS3_mESC_p1_C5_S35,SS3_mESC_p1_G4_S31,SS3_mESC_p1_B4_S26,SS3_mESC_p1_D5_S36,SS3_mESC_p1_B5_S34,SS3_mESC_p1_H4_S32,SS3_mESC_p1_F5_S38,SS3_mESC_p1_E4_S29,SS3_mESC_p1_G5_S39,SS3_mESC_p1_H5_S40,SS3_mESC_p1_B6_S42,SS3_mESC_p1_F7_S54,SS3_mESC_p1_A6_S41,SS3_mESC_p1_D6_S44,SS3_mESC_p1_G6_S47,SS3_mESC_p1_H6_S48,SS3_mESC_p1_E6_S45,SS3_mESC_p1_C6_S43,SS3_mESC_p1_B7_S50,SS3_mESC_p1_C7_S51,SS3_mESC_p1_A7_S49,SS3_mESC_p1_F6_S46,SS3_mESC_p1_D7_S52,SS3_mESC_p1_E7_S53,SS3_mESC_p1_G7_S55,SS3_mESC_p1_H7_S56,SS3_mESC_p1_A8_S57,SS3_mESC_p1_B8_S58,SS3_mESC_p1_C8_S59,SS3_mESC_p1_D8_S60,SS3_mESC_p1_E8_S61,SS3_mESC_p1_F8_S62,SS3_mESC_p1_A9_S65,SS3_mESC_p1_D9_S68,SS3_mESC_p1_H9_S72,SS3_mESC_p1_B9_S66,SS3_mESC_p1_F9_S70,SS3_mESC_p1_A10_S73,SS3_mESC_p1_G9_S71,SS3_mESC_p1_G8_S63,SS3_mESC_p1_H8_S64,SS3_mESC_p1_C9_S67,SS3_mESC_p1_E9_S69,SS3_mESC_p1_B10_S74,SS3_mESC_p1_G10_S79,SS3_mESC_p1_D10_S76,SS3_mESC_p1_C10_S75,SS3_mESC_p1_H10_S80,SS3_mESC_p1_E10_S77,SS3_mESC_p1_F10_S78,SS3_mESC_p1_B11_S82,SS3_mESC_p1_C11_S83,SS3_mESC_p1_A11_S81,SS3_mESC_p1_D11_S84,SS3_mESC_p1_E11_S85,SS3_mESC_p1_F11_S86,SS3_mESC_p1_H11_S88,SS3_mESC_p1_A12_S89,SS3_mESC_p1_G11_S87,SS3_mESC_p1_C12_S91,SS3_mESC_p1_D12_S92,SS3_mESC_p1_B12_S90,SS3_mESC_p1_E12_S93,SS3_mESC_p1_F12_S94
1700037C18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700037H04Rik,1,0,0,2,0,3,0,1,1,1,0,0,0,0,0,1,0,4,0,2,1,1,2,0,0,0,0,1,0,0,2,2,,5,1,1,0,5,2,2,0,1,3,0,1,0,0,0,3,3,0,2,0,0,0,0,0,1,3,1,2,0,0,2,6,0,0,4,0,1,1,0,2,6,0,1,2,0,0,,0,0,2,1,3,1,0,1,0,0,0,0,0,0
1700049G17Rik,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
1700052K11Rik,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0
1700052N19Rik,3,1,6,0,0,0,1,1,1,1,1,0,1,1,0,1,0,0,1,0,0,0,0,0,1,1,0,2,2,1,1,1,0,1,2,3,2,0,0,1,3,0,2,2,1,1,1,0,0,0,0,1,1,7,1,7,1,1,3,0,3,1,0,0,5,0,1,5,0,1,0,0,0,0,1,0,0,0,0,0,5,0,0,0,1,0,0,1,0,1,0,1,1,0
1700061G19Rik,1,0,0,0,2,4,1,0,1,1,3,0,1,0,0,,0,1,4,0,0,0,,3,0,0,0,6,17,,1,1,1,3,1,0,1,,,,0,0,0,1,0,1,1,5,2,4,0,8,1,1,,0,1,0,,0,2,5,0,1,3,0,0,2,1,1,0,1,0,0,0,4,4,1,1,0,1,,2,2,0,0,1,0,1,0,0,3,2,0
1700066M21Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,1,0,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0
1700067K01Rik,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
1700086O06Rik,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700088E04Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700092M07Rik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1700094D03Rik,0,0,1,0,0,0,0,0,1,1,0,1,1,1,1,0,1,1,1,0,2,1,0,1,0,0,1,1,0,1,1,0,1,1,1,0,0,1,1,1,1,1,0,1,0,0,0,1,1,1,0,1,0,1,0,1,1,0,1,1,1,0,0,1,1,0,0,0,0,0,1,1,1,1,1,1,0,0,0,1,1,1,0,0,1,0,1,0,1,0,1,1,1,1
1700096K18Rik,0,0,1,1,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0
1700102P08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
1700123M08Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
1700123O20Rik,0,1,1,0,3,1,2,3,10,2,2,1,0,1,2,0,0,0,2,0,0,2,0,3,0,0,0,1,6,5,5,1,0,1,3,0,,0,0,5,0,3,0,0,0,1,0,2,0,0,1,1,0,0,0,0,0,3,1,3,0,,0,4,4,2,0,0,2,7,0,0,1,1,1,6,6,3,2,4,0,1,2,3,4,0,1,0,2,1,0,1,0,0
1810009A15Rik,8,0,5,5,0,12,0,4,10,12,8,1,2,18,1,16,2,19,28,6,21,18,9,5,11,3,10,26,0,8,3,9,13,22,7,20,4,19,15,14,3,5,23,14,10,8,16,18,5,34,15,19,8,27,13,4,10,7,11,1,6,4,11,17,23,34,10,18,4,12,12,6,24,31,8,11,12,20,4,14,14,15,23,3,14,6,11,9,9,1,13,3,26,4
1810010H24Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810013L24Rik,0,0,6,3,,0,2,0,1,1,3,,1,3,9,2,0,4,4,0,1,3,,3,3,0,3,3,5,1,6,0,1,0,1,1,0,2,,4,1,,1,1,1,1,0,2,9,1,1,0,3,3,1,,3,8,0,4,5,0,0,0,4,7,3,4,0,1,1,3,5,0,2,3,3,0,0,1,2,0,4,1,6,,0,2,1,1,8,3,7,0
1810014B01Rik,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,1,0,0,,0,0,,0,0,,,0,0,0,0,0,0,,3,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1810024B03Rik,2,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,4,0,1,0,0,0,0,0,1,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0
1810026B05Rik,0,1,0,1,0,0,1,1,1,1,0,1,1,2,1,1,1,1,1,0,1,1,1,0,1,0,1,0,1,0,1,1,0,1,0,1,1,0,0,1,0,0,1,1,1,1,1,1,0,3,1,4,1,1,,1,0,0,0,0,1,0,0,1,,2,0,1,0,,0,1,1,0,0,1,2,0,1,0,1,1,1,0,0,1,5,1,0,0,0,0,1,0
1810026J23Rik,6,0,5,0,1,1,0,0,,2,9,1,0,0,1,2,0,1,0,0,0,1,1,0,3,0,0,2,1,1,0,0,2,3,2,0,0,0,1,0,1,0,5,0,1,4,5,0,0,5,0,0,0,1,0,0,0,5,0,0,0,10,3,2,0,0,0,1,0,4,3,1,3,8,0,2,1,2,3,0,0,0,0,0,1,0,0,2,0,0,2,1,0,3
1810030O07Rik,0,1,2,2,,7,0,,7,4,3,4,2,8,5,5,4,3,0,2,3,1,0,,2,0,6,2,2,4,5,1,2,1,1,0,7,5,5,3,4,0,3,1,6,1,3,6,2,8,4,5,5,2,1,2,2,5,6,,4,8,0,2,1,4,3,3,2,2,1,0,1,9,1,4,5,8,1,1,1,1,2,1,3,2,1,1,4,3,10,3,13,4
1810032O08Rik,4,0,1,0,0,0,1,3,3,0,1,0,1,2,1,0,1,3,1,0,2,0,0,1,0,1,0,1,2,0,0,0,1,0,0,1,2,2,4,0,1,0,0,0,0,0,2,1,1,3,3,0,0,5,2,0,0,3,1,1,0,1,0,0,2,0,0,1,0,1,,0,3,1,0,0,0,2,0,2,0,6,0,0,0,0,0,4,1,0,0,0,1,1
1810037I17Rik,7,11,33,15,1,8,15,5,34,12,14,18,6,18,2,12,14,12,29,28,19,21,6,7,4,,17,23,22,22,18,14,11,17,16,10,32,34,53,3,7,19,10,9,12,13,5,10,25,28,1,13,12,33,16,11,30,21,19,7,37,13,2,8,16,27,17,24,6,6,10,7,17,20,5,33,11,16,15,24,28,4,14,8,12,2,13,7,18,27,7,18,7,7
1810041L15Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
1810043G02Rik,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,1,1,3,1,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0
1810043H04Rik,0,,0,0,0,0,0,6,0,0,1,0,1,5,1,1,0,1,0,2,2,4,2,1,2,0,4,4,1,0,0,1,0,1,0,2,0,2,3,2,1,4,1,1,0,2,2,0,5,5,0,0,0,4,0,0,0,4,0,0,0,3,0,1,2,1,0,1,0,4,1,0,12,13,0,3,,4,2,2,0,1,1,4,0,4,5,3,3,0,1,0,0,0
1810055G02Rik,0,2,1,1,0,0,0,0,0,1,1,0,0,1,0,0,0,3,,,0,0,,0,1,,1,0,0,0,4,0,0,0,1,1,1,1,2,0,0,1,0,0,0,1,1,1,2,0,1,0,,0,0,1,0,0,0,1,1,1,1,1,,1,0,,0,1,1,0,1,2,1,0,0,1,0,2,0,1,1,0,1,3,1,3,1,0,,1,0,0
1810058I24Rik,0,0,0,1,1,4,4,10,7,7,12,7,4,1,12,0,2,7,5,2,6,2,0,0,7,0,3,2,5,2,3,1,2,4,10,5,6,3,4,2,4,0,2,2,2,2,8,15,0,5,5,10,8,6,1,10,10,5,3,2,7,5,5,2,12,10,7,8,0,5,10,0,10,6,0,6,4,11,3,5,0,9,3,1,5,0,2,7,5,2,2,3,3,0
1810062O18Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2010012O05Rik,0,0,0,0,,,0,0,0,4,0,3,0,0,0,0,0,0,,0,1,0,0,0,1,0,1,0,0,0,1,0,0,2,1,0,0,0,1,0,0,0,4,0,1,0,0,0,1,0,0,0,0,1,1,1,0,0,0,0,2,2,8,0,1,3,0,1,1,0,8,0,1,2,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,1,0,0,0,0
2010107E04Rik,7,7,7,1,4,23,17,24,11,14,3,21,5,26,14,14,14,19,12,23,28,15,7,12,20,,9,16,9,21,13,8,2,25,13,20,16,28,12,0,8,7,25,9,17,4,20,9,0,10,17,19,8,23,8,6,21,14,28,9,16,18,8,22,13,25,29,15,24,18,41,17,29,7,2,29,33,18,11,8,27,28,17,23,22,12,15,22,15,15,10,7,12,7
2010107G23Rik,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,1,2,3,0,1,0,0,0,0,1,0,1,0,0,0,0,1,0,0,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,6,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,,0
2010111I01Rik,0,3,1,1,0,0,0,,1,1,,0,0,0,0,,,1,1,0,0,0,0,0,0,0,0,1,3,1,2,0,0,1,0,1,1,2,1,0,0,1,1,0,0,0,0,2,0,0,0,1,1,0,1,0,0,1,0,0,0,0,1,1,,1,1,1,0,2,0,0,0,1,0,0,0,0,0,0,1,1,0,1,8,0,0,0,0,1,0,1,1,0
2200002D01Rik,0,0,0,0,0,0,0,0,1,0,0,0,0,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,,2,0,1,0,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,16
2210013O21Rik,0,0,0,0,0,0,2,0,1,,,0,1,1,0,3,0,3,,0,1,0,0,0,0,0,0,1,2,,0,0,0,3,0,,2,4,0,,0,0,0,1,2,1,1,1,0,3,2,0,2,0,0,3,0,0,0,2,0,0,0,1,0,,,0,5,1,1,0,0,3,1,1,0,0,0,4,0,0,,0,0,0,2,0,1,0,0,1,5,2
2210015D19Rik,0,0,0,0,0,0,0,4,1,1,1,1,3,1,4,1,0,0,1,1,0,0,1,4,0,0,0,1,0,0,1,1,0,3,0,2,0,3,0,0,0,0,0,0,0,0,1,0,0,1,2,1,3,4,0,1,0,0,0,1,0,0,0,0,0,,1,0,0,0,1,0,1,4,0,1,0,2,0,0,0,0,0,2,0,0,1,0,1,0,0,0,1,1
2210016F16Rik,0,14,8,4,2,2,0,4,8,5,2,4,3,13,16,2,3,2,2,2,7,1,5,6,6,0,0,9,3,3,1,6,0,,4,6,3,1,4,1,3,2,3,0,2,0,2,1,3,5,9,11,1,4,4,3,5,3,3,6,7,3,5,2,1,0,2,11,0,5,2,0,9,2,1,5,7,5,4,3,0,3,1,3,0,0,0,1,4,14,11,0,5,8
2210016L21Rik,3,1,3,1,6,1,3,2,1,3,1,3,0,4,4,4,7,3,5,3,3,4,3,1,3,0,1,0,4,6,3,2,4,6,3,0,3,8,5,4,7,1,0,5,4,1,4,2,1,11,7,11,10,7,1,11,5,8,4,5,4,4,5,1,2,9,3,1,3,0,7,3,4,0,3,4,9,5,0,3,4,4,3,3,0,3,3,4,6,0,2,0,2,1
2210018M11Rik,0,3,,1,0,1,,0,,0,0,0,0,0,0,0,0,0,8,0,0,,1,0,0,0,,1,0,0,0,0,0,1,0,0,,0,,0,0,,5,0,0,0,1,,8,0,8,0,0,2,,2,1,0,0,0,,4,0,,0,0,0,1,0,0,1,0,,0,0,0,0,0,,0,12,0,0,1,0,0,0,0,0,2,0,0,0,0
2210408I21Rik,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,,0,0,0,,0,0,0,0,0,0,0,0,0,,0,0,0,0,,,0,0,0,0,,0,0,,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0
2300009A05Rik,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,0,0,0,0,0,,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,3,0,,0,0,,0,0,0,0,0,0,0
2310003H01Rik,1,2,0,,0,0,0,,0,0,1,0,0,0,0,0,0,3,0,0,0,3,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,5,1,0,,0,,0,2,0,,0,1,0,0,,0,0,1,0,0,0,0,,,0,0,0,0,,0,5,0,0,1,0,6,0,0,0,3,0,0,1,0,0,4,,0,0,0,0,0
2310009A05Rik,0,1,0,1,0,1,1,,1,1,0,0,1,0,0,0,0,1,0,0,0,0,0,5,1,0,3,0,0,0,0,0,3,1,0,1,0,0,1,0,0,0,0,1,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,,0,0,0,0,0,6,1,9,0,0,0,1,2,2,0,0,1,0
2310009B15Rik,,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,,0,,0,0,0,0,,,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,1,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,,0,0
2310011J03Rik,6,,1,,0,1,0,0,1,2,4,0,0,0,0,0,3,0,13,4,2,,0,2,0,0,4,4,0,2,0,1,2,3,3,0,1,1,1,3,0,1,0,1,0,0,3,3,0,1,2,2,1,1,3,0,1,1,3,,0,1,0,0,0,6,1,0,1,1,2,0,1,0,1,2,0,5,2,1,0,10,0,0,3,0,,1,2,1,5,3,0,0
2310014L17Rik,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310022A10Rik,1,1,1,0,0,0,0,1,1,1,0,1,1,1,0,4,0,1,,0,2,0,1,0,0,0,0,2,0,1,4,1,0,0,0,0,0,1,0,1,1,0,0,1,1,1,0,1,1,2,1,1,0,0,1,0,1,1,1,0,1,1,1,1,3,1,1,1,1,0,1,1,0,1,,1,2,1,0,1,1,0,0,1,1,1,1,0,2,1,0,1,1,1
2310022B05Rik,4,1,7,4,2,2,0,2,3,8,0,5,4,2,1,7,0,1,9,3,6,4,3,17,0,0,0,1,4,3,4,0,1,1,4,1,0,5,1,5,8,5,5,1,1,2,1,8,0,2,8,3,0,0,0,2,3,2,0,1,7,0,1,6,6,6,3,4,5,5,11,1,13,2,1,6,9,5,4,9,2,1,3,4,3,4,0,3,11,4,4,3,0,0
2310030G06Rik,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,6,1,0,0,0,0,0,0,1,0,0,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,2,3,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,3,,0,0,0,1,0,0,0,2
2310033P09Rik,0,0,0,,,,,,,,0,,,9,0,0,1,,,0,,1,0,,,0,0,0,1,0,0,2,0,1,,,,,,,,0,,0,,,,,0,,,0,1,5,,,0,,0,,0,,,,,,0,0,,0,,,1,0,0,3,,1,0,,,0,0,,8,0,,0,,0,1,0,,0
2310035C23Rik,1,1,1,1,0,0,0,1,0,2,0,1,1,0,1,0,0,0,0,3,,0,0,0,0,0,1,0,0,,1,1,1,0,0,0,,,1,1,1,1,1,0,1,1,0,,1,0,0,1,1,0,0,0,1,1,0,1,2,0,0,0,0,0,0,0,1,1,0,0,1,0,0,3,1,3,0,1,1,,0,1,4,2,0,0,1,0,0,0,2,0
2310039H08Rik,2,0,0,1,6,0,0,4,0,0,0,4,0,0,1,0,0,3,11,6,2,0,0,0,0,0,0,3,0,0,13,1,0,4,0,5,1,1,4,0,0,0,6,0,1,0,4,0,2,8,0,4,6,0,1,0,2,1,2,4,5,0,0,2,2,4,3,0,1,1,2,4,4,3,1,4,2,0,0,0,14,1,5,1,0,0,4,1,2,0,0,0,0,3
2310040G24Rik,0,0,0,1,0,1,,,0,0,0,0,0,0,0,0,0,,,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,,0,0,0,0,4,,0,0,0,0,0,0,0,0,0,0
2310047M10Rik,0,,0,0,0,0,0,,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,3,0,0,,0,0,0,0,0,0,0,0,0
2310057M21Rik,3,0,0,1,1,0,0,,0,0,0,,0,1,0,2,0,,0,1,0,0,2,0,1,0,0,,3,0,0,0,1,3,5,0,0,0,0,0,0,0,1,0,1,0,0,0,0,3,5,1,0,2,0,0,0,0,0,0,3,0,0,0,1,,0,0,0,0,0,,0,0,0,0,1,0,0,4,0,,6,3,1,0,0,,,4,1,0,0,0
2310061I04Rik,0,0,1,1,0,0,1,1,1,2,1,3,0,1,0,0,1,1,0,2,1,1,0,1,1,0,1,1,0,0,4,0,1,0,1,1,1,1,0,2,1,0,0,1,4,1,0,1,0,2,0,1,3,1,,0,1,7,0,1,2,3,,1,0,1,1,1,,,2,1,,1,1,2,0,1,0,3,4,1,0,1,0,,1,1,0,0,1,,1,1
2310061J03Rik,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,4,3,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2310067B10Rik,0,0,2,0,0,0,1,0,0,0,1,0,,2,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,2,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,3,0,1,0,0,0,1,1,0,0,0,1,2,0,2,0,0,2,0,0,0,0,1,0,0,0,1,0,0
2310068J16Rik,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2410002F23Rik,1,0,1,0,0,0,2,1,2,1,1,,1,0,1,1,0,2,2,1,0,3,1,1,4,0,0,0,,9,4,0,3,5,1,2,1,1,1,3,1,4,0,3,0,5,3,5,4,1,0,3,0,0,3,0,1,1,0,1,2,0,0,1,2,3,1,1,1,1,0,1,2,5,1,1,0,1,1,1,1,1,0,1,3,0,2,1,5,0,1,2,5,0
2410004B18Rik,,4,5,0,0,1,0,0,4,,0,0,,0,0,1,1,1,2,3,0,1,,0,,0,0,0,6,,0,1,,,1,0,0,,0,1,,0,0,,0,0,3,3,1,5,0,,0,2,0,0,0,2,1,0,4,0,2,,,5,1,0,0,0,0,,8,2,1,,0,2,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,1
