,k0,k1,mu_1,mu_2,mu_3,mu_4,mu_5,mu_6,mu_7,mu_8,mu_9,mu_10,mu_11,mu_12,mu_13,mu_14,mu_15,mu_16,mu_17,mu_18,mu_19,mu_20,mu_21,mu_22,mu_23,mu_24,mu_25,mu_26,mu_27,mu_28,mu_29,mu_30,mu_31,mu_32,mu_33,mu_34,mu_35,mu_36,mu_37,mu_38,mu_39,mu_40,mu_41,mu_42,mu_43,mu_44,mu_45,mu_46,mu_47,mu_48,mu_49,mu_50,mu_51,mu_52,mu_53,mu_54,mu_55,mu_56,mu_57,mu_58,mu_59,mu_60,mu_61,mu_62,mu_63,mu_64,mu_65,mu_66,mu_67,mu_68,mu_69,mu_70,mu_71,mu_72,mu_73,mu_74,mu_75,mu_76,mu_77,mu_78,mu_79,mu_80,mu_81,mu_82,mu_83,mu_84,mu_85,mu_86,mu_87,mu_88,mu_89,mu_90,mu_91,mu_92,mu_93,mu_94,mu_95,mu_96,mu_97,mu_98,mu_99,mu_100,mu_101,mu_102,mu_103,mu_104,mu_105,mu_106,mu_107,mu_108,mu_109,mu_110,mu_111,mu_112,mu_113,mu_114,mu_115,mu_116,mu_117,mu_118,mu_119,mu_120,mu_121,mu_122,mu_123,mu_124,mu_125,mu_126,mu_127,mu_128,mu_129,mu_130,mu_131,mu_132,mu_133,mu_134,mu_135,mu_136,mu_137,mu_138,mu_139,mu_140
1539,[1],"[7.523809528777266, 1.0]","[0.0, 0.6869578077984556]","[0.0, 0.7481858319006212]","[0.0, 0.8807755722680798]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1540,[1],"[2.0232558189283463, 1.0]","[0.0, 0.4709970596097301]","[0.0, 0.7809074641901528]","[0.0, 0.9597683837183136]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1541,[1],"[1.4640866414046163, 1.0]","[0.3973855556051089, 0.9924131074952827]","[0.0, 0.6026144715795795]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1542,[1],"[0.8155062523033737, 1.0]","[0.0, 0.7164717998716509]","[0.0, 0.5963549904142684]","[0.0, 0.5254094596121902]","[0.0, 0.5681342817159685]","[0.0, 0.5870219940786665]","[0.0, 0.5405588235564149]","[0.0, 0.5789736968354215]","[0.0, 0.6228928584072628]","[0.0, 0.6757858789296819]","[0.0, 0.73718943953607]","[0.0, 0.741278548965658]","[0.0, 0.740892255548656]","[0.0, 0.7416703157813657]","[0.0, 0.7436907061597439]","[0.0, 0.7471002667562507]","[0.0, 0.7521837487856483]","[0.0, 0.7590515750194368]","[0.0, 0.7676377526468602]","[0.0, 0.7780038536086195]","[0.0, 0.7903152496765475]","[0.0, 0.8049201865795731]","[0.0, 0.8224532583025604]","[0.0, 0.8442718662614045]","[0.0, 0.8725168529928479]","[0.0, 0.902235015129604]","[0.0, 0.9336739271974209]","[0.0, 0.9670576799665695]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543,[1],"[1.4390243951957518, 1.0]","[0.0, 0.6372780462816441]","[0.0, 0.7895924708208003]","[0.0, 0.8876670052816507]","[0.0, 0.9659783825009242]","[0.0, 0.9855771950309263]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1544,[1],"[1.9821428620942851, 1.0]","[0.0, 0.8284856952813965]","[0.0, 0.9348008146695819]","[0.0, 1.0]","[0.0, 0.942145783161741]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1545,[1],"[0.42937133163777647, 1.0]","[0.0, 0.7818632540671845]","[0.0, 0.7000543032211037]","[0.0, 0.69525386578934]","[0.0, 0.8788689623419251]","[0.0, 0.972935975955299]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9582201609775034]","[0.0, 0.9582199310119374]","[0.0, 0.9582201342459175]","[0.0, 0.9582201322731617]","[0.0, 0.9582201299113379]","[0.0, 0.9582201297456702]","[0.0, 0.9582201244108413]","[0.0, 0.9582201320877843]","[0.0, 0.9582201281083518]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1546,[1],"[1.6000000049513978, 1.0]","[0.0, 0.7644772464061212]","[0.0, 0.752158457778794]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.896157237642268]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1547,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1548,[1],"[0.8495070303500296, 1.0]","[0.0, 0.6736968396631774]","[0.0, 0.5187901236667923]","[0.0, 0.4466187027438386]","[0.0, 0.37916788482678543]","[0.0, 0.3852445434374344]","[0.0, 0.4099606679817853]","[0.0, 0.4343346628525042]","[0.0, 0.4590499904132462]","[0.0, 0.48500689790163654]","[0.0, 0.5131584619828172]","[0.0, 0.5445317611409988]","[0.0, 0.5797734759598314]","[0.0, 0.6084409286973264]","[0.0, 0.6429172479858255]","[0.0, 0.6813921384337177]","[0.0, 0.702051088215735]","[0.0, 0.7306048611458204]","[0.0, 0.7640157007691307]","[0.0, 0.8003169068219682]","[0.0, 0.840231148616764]","[0.0, 0.8844322764529579]","[0.0, 0.9339588188057251]","[0.0, 0.9901082773818107]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1549,[1],"[0.6141565164785148, 1.0]","[0.0, 0.6357595755081243]","[0.0, 0.5565029789667052]","[0.0, 0.551821387094849]","[0.0, 0.65910889129738]","[0.0, 0.7281118618286258]","[0.0, 0.8241785075067822]","[0.0, 0.8245160889694095]","[0.0, 0.832129676698871]","[0.0, 0.8459833737685322]","[0.0, 0.8651947704747092]","[0.0, 0.9217604237488783]","[0.0, 0.9901178999219858]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1550,[1],"[2.021195657125724, 1.0]","[0.0, 0.7024816208158962]","[0.0, 0.7584854261115341]","[0.0, 0.8057534231717614]","[0.0, 0.9713231261056596]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1551,[1],"[2.750000004952895, 1.0]","[0.0, 0.39838217631368644]","[0.0, 0.4697731845820725]","[0.0, 0.6032314658176717]","[0.0, 0.7721173790888558]","[0.0, 0.9290155776851107]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1552,[1],"[0.5803795313428912, 1.0]","[0.0, 0.7872038432589411]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.7873149718052305]","[0.0, 0.46373769972034695]","[0.0, 0.3612276440635799]","[0.0, 0.31597812200280734]","[0.0, 0.2944204568915342]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1553,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1554,[1],"[2.1956521788651133, 1.0]","[0.0, 0.77183574808033]","[0.0, 0.835788959725846]","[0.0, 0.9222460844328498]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1555,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1556,[1],"[2.22934017151223, 1.0]","[0.0, 0.6006008162789478]","[0.0, 0.7471516589495286]","[0.0, 0.8077132599877641]","[0.0, 0.8885732778652556]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1557,[1],"[3.818181823151195, 1.0]","[0.0, 0.6330154255830671]","[0.0, 0.7907604924085893]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1558,[1],"[2.272159095861199, 1.0]","[0.0, 0.7006902795796834]","[0.0, 0.7932671415086588]","[0.0, 0.7798359597195798]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1559,[1],"[1.0930651588030516, 1.0]","[0.0, 0.7876353011266461]","[0.0, 0.8097424980276977]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9724311377326826]","[0.0, 0.9007719452897236]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1560,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1561,[1],"[0.8275862118489136, 1.0]","[0.0, 0.8211548274373346]","[0.0, 0.8996711543049103]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1562,[1],"[1.3134328407739937, 1.0]","[0.0, 0.9143836427530156]","[0.0, 0.9716692680716904]","[0.0, 1.0]","[0.0, 0.8970290960930251]","[0.0, 0.8423295292192218]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1563,[1],"[0.2855006921722647, 1.0]","[0.0, 0.4561133274317001]","[0.0, 0.4471953904043218]","[0.0, 0.5923184673446162]","[0.0, 0.9233411902067169]","[0.0, 0.7464598913710759]","[0.0, 0.3550623724367929]","[0.0, 0.16565638241051037]","[0.0, 0.09621794175266248]","[0.0, 0.06417137602351158]","[0.0, 0.04594467554948659]","[0.0, 0.03639402301010933]","[0.0, 0.03116111695921167]","[0.0, 0.02867255150647708]","[0.0, 0.027537940636537916]","[0.0, 0.02715551256475035]","[0.0, 0.02715551246201187]","[0.0, 0.027155512462007182]","[0.0, 0.02715551256471782]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1564,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1565,[1],"[1.3818720699618172, 1.0]","[0.0, 0.567909108209917]","[0.0, 0.400988398535952]","[0.0, 0.5675562845922447]","[0.0, 0.6944710432894825]","[0.0, 0.8034171233931914]","[0.0, 0.936173945978059]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1566,[1],"[0.5769230818791926, 1.0]","[0.0, 0.7123011035719226]","[0.0, 0.8045544478225226]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.8816337189821676]","[0.0, 0.8816342660993496]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1567,[1],"[1.5829166716180583, 1.0]","[0.0, 0.7943904252401834]","[0.0, 0.9345334577780453]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1568,[1],"[1.6315789523198199, 1.0]","[0.0, 0.8784865477384806]","[0.0, 0.9052689631532537]","[0.0, 0.958550338724103]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.9427545619408912]","[0.0, 0.9185020186622113]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1569,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1570,[1],"[0.9563650795247373, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.7188882300300108]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1571,[1],"[0.7493026070230752, 1.0]","[0.583629915532901, 0.9791890766612232]","[0.0, 0.39714048922896833]","[0.0, 0.36794470644808386]","[0.0, 0.2896770024032028]","[0.0, 0.2521403423798981]","[0.0, 0.23244013164832855]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1572,[1],"[0.6132513574537929, 1.0]","[0.0, 0.6256293082538221]","[0.0, 0.5349466486453307]","[0.0, 0.4924176073717447]","[0.0, 0.46790253180427194]","[0.0, 0.45242978940458306]","[0.0, 0.442302087866969]","[0.0, 0.4356989035841915]","[0.0, 0.4316253158396001]","[0.0, 0.4294663627558183]","[0.0, 0.4288688328257227]","[0.0, 0.4296446576844712]","[0.0, 0.4316665007843436]","[0.0, 0.4348722056654815]","[0.0, 0.4392892876736703]","[0.0, 0.4449655840440431]","[0.0, 0.4519699434720558]","[0.0, 0.46036103268258]","[0.0, 0.47022323534924315]","[0.0, 0.48166831933973775]","[0.0, 0.4949030568649548]","[0.0, 0.5102795865784098]","[0.0, 0.5282105375525116]","[0.0, 0.5494845491746401]","[0.0, 0.5730604092382588]","[0.0, 0.5986193438164981]","[0.0, 0.6264717870474934]","[0.0, 0.6569495946827084]","[0.0, 0.6904918089028259]","[0.0, 0.727638145471208]","[0.0, 0.76905687206001]","[0.0, 0.8155128867518946]","[0.0, 0.8682289838196372]","[0.0, 0.9284135708968292]","[0.0, 0.9979531833274357]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1573,[1],"[1.0677966151208378, 1.0]","[0.0, 0.8440450071098159]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 0.7083046075259849]","[0.0, 0.7083046209874991]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1574,[1],"[1.1219512244636638, 1.0]","[0.0, 0.6461984570576169]","[0.0, 0.7259826606982586]","[0.0, 0.7878280653140636]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1575,[1],"[1.2000000049544566, 1.0]","[0.0, 0.38658504194335586]","[0.0, 0.32145069829257955]","[0.0, 0.4436426847988134]","[0.0, 0.646117149358658]","[0.0, 0.7163353427623959]","[0.0, 0.8129275084135249]","[0.0, 0.9629112447034731]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1576,[1],"[2.5686274559318973, 1.0]","[0.14676724137931052, 0.8250226399065247]","[0.0, 0.4869244519956895]","[0.0, 0.7552972154914219]","[0.0, 0.842002593352488]","[0.0, 0.8437586291033342]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577,[1],"[0.34025467108371155, 1.0]","[0.0, 0.8450501728120524]","[0.0, 0.7666399151084776]","[0.0, 0.7445699606484374]","[0.0, 0.7593001789521242]","[0.0, 0.769410861069473]","[0.0, 0.7677329026329999]","[0.0, 0.7648612955205013]","[0.0, 0.7642332111643834]","[0.0, 0.7657108783253894]","[0.0, 0.7693479833816064]","[0.0, 0.7753163017129094]","[0.0, 0.7839064099254273]","[0.0, 0.7953901874732108]","[0.0, 0.8100204174412784]","[0.0, 0.8281340354252981]","[0.0, 0.8501234173491499]","[0.0, 0.8761283069334996]","[0.0, 0.9063365008693847]","[0.0, 0.9411587883893829]","[0.0, 0.9812585594663318]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1578,[1],"[0.8426394040077378, 1.0]","[0.0, 0.5014700328888535]","[0.0, 0.41616506888303295]","[0.0, 0.4723366840719331]","[0.0, 0.5248716935870794]","[0.0, 0.5770045974754677]","[0.0, 0.6329772872388494]","[0.0, 0.698549425500736]","[0.0, 0.7619945855770953]","[0.0, 0.7928207125696406]","[0.0, 0.8111009353078704]","[0.0, 0.8306257147553899]","[0.0, 0.8565017586876161]","[0.0, 0.8890392775649592]","[0.0, 0.9295064446724023]","[0.0, 0.9804640918156988]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1579,[1],"[0.341321842832376, 1.0]","[0.0, 0.7763626883671336]","[0.0, 0.7690564695175988]","[0.0, 0.880703440095767]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]","[0.0, 1.0]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1580,[1],"[None, None]","[None, None]","[None, None]","[None, None]","[None, None]","[None, None]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1581,[1],"[1.977081944475311, 1.0]","[0.0, 0.7467243071467974]","[0.0, 0.4968095306162733]","[0.0, 0.42679776757279214]","[0.0, 0.4523417533123975]","[0.0, 0.49436446567094744]","[0.0, 0.5483353564775852]","[0.0, 0.639506143354606]","[0.0, 0.8575741158471015]",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
